,Unnamed: 0,idx,rsmi,psmi,rinchi,pinchi,dE0,dHrxn298,rmg_family,rxn_smiles,rxn_smiles_random,rxn_smiles_rxnmapper,rxn_smiles_nomapping
412,412,415,[O:1]([N:2]=[C:3]1[C:4]([H:8])([H:9])[O:5][C:6]1([H:10])[H:11])[H:7],[O:1]([N:2]([C:3]1=[C:6]([H:11])[O:5][C:4]1([H:8])[H:9])[H:10])[H:7],"InChI=1S/C3H5NO2/c5-4-3-1-6-2-3/h5H,1-2H2","InChI=1S/C3H5NO2/c5-4-3-1-6-2-3/h1,4-5H,2H2",75.0571,19.20066,,[O:1]([N:2]=[C:3]1[C:4]([H:8])([H:9])[O:5][C:6]1([H:10])[H:11])[H:7]>>[O:1]([N:2]([C:3]1=[C:6]([H:11])[O:5][C:4]1([H:8])[H:9])[H:10])[H:7],[O:1]1[C:3]([H:9])([H:10])[C:4](=[N:2][O:5][H:11])[C:6]1([H:7])[H:8]>>[O:1]([N:2]([C:3]1=[C:6]([H:11])[O:5][C:4]1([H:8])[H:9])[H:10])[H:7],[OH:1][N:2]=[C:3]1[CH2:4][O:5][CH2:6]1>>[OH:1][NH:2][C:3]1=[CH:4][O:5][CH2:6]1,[O]([N]=[C]1[C]([H])([H])[O][C]1([H])[H])[H]>>[O]([N]([C]1=[C]([H])[O][C]1([H])[H])[H])[H]
413,413,416,[O:1]([N:2]=[C:3]1[C:4]([H:8])([H:9])[O:5][C:6]1([H:10])[H:11])[H:7],[O:1]([N:2]1[C:3](=[C:4]([H:8])[H:9])[C:6]([H:10])([H:11])[O:5]1)[H:7],"InChI=1S/C3H5NO2/c5-4-3-1-6-2-3/h5H,1-2H2","InChI=1S/C3H5NO2/c1-3-2-6-4(3)5/h5H,1-2H2",51.76093,33.09628,,[O:1]([N:2]=[C:3]1[C:4]([H:8])([H:9])[O:5][C:6]1([H:10])[H:11])[H:7]>>[O:1]([N:2]1[C:3](=[C:4]([H:8])[H:9])[C:6]([H:10])([H:11])[O:5]1)[H:7],[O:1]1[C:3]([H:7])([H:10])[C:6](=[N:2][O:5][H:8])[C:4]1([H:9])[H:11]>>[O:1]([N:2]1[C:3](=[C:4]([H:8])[H:9])[C:6]([H:10])([H:11])[O:5]1)[H:7],[CH2:1]1[C:2](=[N:5][OH:6])[CH2:3][O:4]1>>[CH2:1]=[C:2]1[CH2:3][O:4][N:5]1[OH:6],[O]([N]=[C]1[C]([H])([H])[O][C]1([H])[H])[H]>>[O]([N]1[C](=[C]([H])[H])[C]([H])([H])[O]1)[H]
414,414,417,[O:1]([N:2]=[C:3]1[C:4]([H:8])([H:9])[O:5][C:6]1([H:10])[H:11])[H:7],[O:1](/[N:2]=[C:3](/[C:4]([O+:5]=[C-:6][H:10])([H:8])[H:9])[H:11])[H:7],"InChI=1S/C3H5NO2/c5-4-3-1-6-2-3/h5H,1-2H2","InChI=1S/C3H5NO2/c1-6-3-2-4-5/h1-2,5H,3H2/b4-2+",72.64222,43.57633,,[O:1]([N:2]=[C:3]1[C:4]([H:8])([H:9])[O:5][C:6]1([H:10])[H:11])[H:7]>>[O:1](/[N:2]=[C:3](/[C:4]([O+:5]=[C-:6][H:10])([H:8])[H:9])[H:11])[H:7],[O:1]([N:2]=[C:6]1[C:3]([H:9])([H:11])[O:5][C:4]1([H:8])[H:10])[H:7]>>[O:1](/[N:2]=[C:3](/[C:4]([O+:5]=[C-:6][H:10])([H:8])[H:9])[H:11])[H:7],[CH2:1]1[O:2][CH2:3][C:4]1=[N:5][OH:6]>>[CH-:1]=[O+:2][CH2:3]/[CH:4]=[N:5]/[OH:6],[O]([N]=[C]1[C]([H])([H])[O][C]1([H])[H])[H]>>[O](/[N]=[C](/[C]([O+]=[C-][H])([H])[H])[H])[H]
415,415,418,[O:1]([N:2]=[C:3]1[C:4]([H:8])([H:9])[O:5][C:6]1([H:10])[H:11])[H:7],[O-:1][N+:2]#[C:3][C:4]([O:5][C:6]([H:7])([H:10])[H:11])([H:8])[H:9],"InChI=1S/C3H5NO2/c5-4-3-1-6-2-3/h5H,1-2H2","InChI=1S/C3H5NO2/c1-6-3-2-4-5/h3H2,1H3",68.7578,7.67946,,[O:1]([N:2]=[C:3]1[C:4]([H:8])([H:9])[O:5][C:6]1([H:10])[H:11])[H:7]>>[O-:1][N+:2]#[C:3][C:4]([O:5][C:6]([H:7])([H:10])[H:11])([H:8])[H:9],[O:1]([N:2]=[C:3]1[C:4]([H:10])([H:11])[O:5][C:6]1([H:8])[H:9])[H:7]>>[O-:1][N+:2]#[C:3][C:4]([O:5][C:6]([H:7])([H:10])[H:11])([H:8])[H:9],[CH2:1]1[O:2][CH2:3][C:4]1=[N:5][OH:6]>>[CH3:1][O:2][CH2:3][C:4]#[N+:5][O-:6],[O]([N]=[C]1[C]([H])([H])[O][C]1([H])[H])[H]>>[O-][N+]#[C][C]([O][C]([H])([H])[H])([H])[H]
416,416,419,[O:1]([N:2]=[C:3]1[C:4]([H:8])([H:9])[O:5][C:6]1([H:10])[H:11])[H:7],[H:9][H:10].[O:1]([N-:2][C:3]1=[C:4]([H:8])[O+:5]=[C:6]1[H:11])[H:7],"InChI=1S/C3H5NO2/c5-4-3-1-6-2-3/h5H,1-2H2","InChI=1S/C3H3NO2.H2/c5-4-3-1-6-2-3;/h1-2,5H;1H",90.07494,87.29114,,[O:1]([N:2]=[C:3]1[C:4]([H:8])([H:9])[O:5][C:6]1([H:10])[H:11])[H:7]>>[H:9][H:10].[O:1]([N-:2][C:3]1=[C:4]([H:8])[O+:5]=[C:6]1[H:11])[H:7],[O:1]([N:2]=[C:6]1[C:3]([H:8])([H:9])[O:5][C:4]1([H:7])[H:11])[H:10]>>[H:9][H:10].[O:1]([N-:2][C:3]1=[C:4]([H:8])[O+:5]=[C:6]1[H:11])[H:7],[OH:1][N:2]=[C:3]1[CH2:4][O:5][CH2:6]1>>[OH:1][N-:2][C:3]1=[CH:4][O+:5]=[CH:6]1.[H:7][H:8],[O]([N]=[C]1[C]([H])([H])[O][C]1([H])[H])[H]>>[H][H].[O]([N-][C]1=[C]([H])[O+]=[C]1[H])[H]
417,417,420,[O:1]([N:2]=[C:3]1[C:4]([H:8])([H:9])[O:5][C:6]1([H:10])[H:11])[H:7],[O-:1][N:2]([C+:3]1[C:4]([H:8])([H:9])[O:5][C:6]1([H:10])[H:11])[H:7],"InChI=1S/C3H5NO2/c5-4-3-1-6-2-3/h5H,1-2H2","InChI=1S/C3H5NO2/c5-4-3-1-6-2-3/h4H,1-2H2",55.53529,16.00299,,[O:1]([N:2]=[C:3]1[C:4]([H:8])([H:9])[O:5][C:6]1([H:10])[H:11])[H:7]>>[O-:1][N:2]([C+:3]1[C:4]([H:8])([H:9])[O:5][C:6]1([H:10])[H:11])[H:7],[O:1]([N:2]=[C:3]1[C:4]([H:7])([H:8])[O:5][C:6]1([H:9])[H:11])[H:10]>>[O-:1][N:2]([C+:3]1[C:4]([H:8])([H:9])[O:5][C:6]1([H:10])[H:11])[H:7],[OH:1][N:2]=[C:3]1[CH2:4][O:5][CH2:6]1>>[O-:1][NH:2][C+:3]1[CH2:4][O:5][CH2:6]1,[O]([N]=[C]1[C]([H])([H])[O][C]1([H])[H])[H]>>[O-][N]([C+]1[C]([H])([H])[O][C]1([H])[H])[H]
418,418,421,[C:1]([C:2]([N:3]1[C:4]([H:12])([H:13])[C@:5]1([C:6]([H:15])([H:16])[H:17])[H:14])([H:10])[H:11])([H:7])([H:8])[H:9],[C-:2]([N+:3]1=[C:4]([H:13])[C@:5]1([C:6]([H:15])([H:16])[H:17])[H:14])([H:10])[H:11].[C:1]([H:7])([H:8])([H:9])[H:12],"InChI=1S/C5H11N/c1-3-6-4-5(6)2/h5H,3-4H2,1-2H3/t5-,6?/m1/s1","InChI=1S/C4H7N.CH4/c1-4-3-5(4)2;/h3-4H,2H2,1H3;1H4/t4-;/m1./s1",91.38729,59.33145,,[C:1]([C:2]([N:3]1[C:4]([H:12])([H:13])[C@:5]1([C:6]([H:15])([H:16])[H:17])[H:14])([H:10])[H:11])([H:7])([H:8])[H:9]>>[C-:2]([N+:3]1=[C:4]([H:13])[C@:5]1([C:6]([H:15])([H:16])[H:17])[H:14])([H:10])[H:11].[C:1]([H:7])([H:8])([H:9])[H:12],[C:1]1([H:9])([H:12])[N:3]([C:6]([C:5]([H:11])([H:13])[H:14])([H:8])[H:16])[C@@:4]1([C:2]([H:7])([H:10])[H:15])[H:17]>>[C-:2]([N+:3]1=[C:4]([H:13])[C@:5]1([C:6]([H:15])([H:16])[H:17])[H:14])([H:10])[H:11].[C:1]([H:7])([H:8])([H:9])[H:12],[CH3:1][CH2:2][N:3]1[CH2:4][C@H:5]1[CH3:6]>>[CH4:1].[CH2-:2][N+:3]1=[CH:4][C@H:5]1[CH3:6],[C]([C]([N]1[C]([H])([H])[C@]1([C]([H])([H])[H])[H])([H])[H])([H])([H])[H]>>[C-]([N+]1=[C]([H])[C@]1([C]([H])([H])[H])[H])([H])[H].[C]([H])([H])([H])[H]
419,419,422,[C:1]([C:2]([N:3]1[C:4]([H:12])([H:13])[C@:5]1([C:6]([H:15])([H:16])[H:17])[H:14])([H:10])[H:11])([H:7])([H:8])[H:9],[C:1]([C:5]([N:3]1[C:2]([H:10])([H:11])[C:4]1([H:12])[H:13])([C:6]([H:15])([H:16])[H:17])[H:14])([H:7])([H:8])[H:9],"InChI=1S/C5H11N/c1-3-6-4-5(6)2/h5H,3-4H2,1-2H3/t5-,6?/m1/s1","InChI=1S/C5H11N/c1-5(2)6-3-4-6/h5H,3-4H2,1-2H3",109.67846,0.23635,,[C:1]([C:2]([N:3]1[C:4]([H:12])([H:13])[C@:5]1([C:6]([H:15])([H:16])[H:17])[H:14])([H:10])[H:11])([H:7])([H:8])[H:9]>>[C:1]([C:5]([N:3]1[C:2]([H:10])([H:11])[C:4]1([H:12])[H:13])([C:6]([H:15])([H:16])[H:17])[H:14])([H:7])([H:8])[H:9],[C:1]([N:3]1[C:2]([H:7])([H:10])[C@:6]1([C:4]([H:8])([H:9])[H:17])[H:14])([C:5]([H:11])([H:15])[H:16])([H:12])[H:13]>>[C:1]([C:5]([N:3]1[C:2]([H:10])([H:11])[C:4]1([H:12])[H:13])([C:6]([H:15])([H:16])[H:17])[H:14])([H:7])([H:8])[H:9],[CH2:1]1[C@@H:2]([CH3:3])[N:4]1[CH2:5][CH3:6]>>[CH3:1][CH:2]([CH3:3])[N:4]1[CH2:5][CH2:6]1,[C]([C]([N]1[C]([H])([H])[C@]1([C]([H])([H])[H])[H])([H])[H])([H])([H])[H]>>[C]([C]([N]1[C]([H])([H])[C]1([H])[H])([C]([H])([H])[H])[H])([H])([H])[H]
420,420,423,[C:1]([C:2]([N:3]1[C:4]([H:12])([H:13])[C@:5]1([C:6]([H:15])([H:16])[H:17])[H:14])([H:10])[H:11])([H:7])([H:8])[H:9],[C:1](=[C:2]([H:10])[H:11])([H:8])[H:9].[H:7][H:14].[N:3]1=[C:5]([C:6]([H:15])([H:16])[H:17])[C:4]1([H:12])[H:13],"InChI=1S/C5H11N/c1-3-6-4-5(6)2/h5H,3-4H2,1-2H3/t5-,6?/m1/s1","InChI=1S/C3H5N.C2H4.H2/c1-3-2-4-3;1-2;/h2H2,1H3;1-2H2;1H",86.78119,50.86322,,[C:1]([C:2]([N:3]1[C:4]([H:12])([H:13])[C@:5]1([C:6]([H:15])([H:16])[H:17])[H:14])([H:10])[H:11])([H:7])([H:8])[H:9]>>[C:1](=[C:2]([H:10])[H:11])([H:8])[H:9].[H:7][H:14].[N:3]1=[C:5]([C:6]([H:15])([H:16])[H:17])[C:4]1([H:12])[H:13],[C:1]1([H:15])([H:16])[C@:2]([C:6]([H:8])([H:9])[H:13])([H:11])[N:3]1[C:4]([C:5]([H:7])([H:10])[H:12])([H:14])[H:17]>>[C:1](=[C:2]([H:10])[H:11])([H:8])[H:9].[H:7][H:14].[N:3]1=[C:5]([C:6]([H:15])([H:16])[H:17])[C:4]1([H:12])[H:13],[CH2:1]([CH3:2])[N:5]1[C@H:4]([CH3:3])[CH2:6]1>>[CH2:1]=[CH2:2].[CH3:3][C:4]1=[N:5][CH2:6]1.[H:7][H:8],[C]([C]([N]1[C]([H])([H])[C@]1([C]([H])([H])[H])[H])([H])[H])([H])([H])[H]>>[C](=[C]([H])[H])([H])[H].[H][H].[N]1=[C]([C]([H])([H])[H])[C]1([H])[H]
421,421,424,[C:1]([C:2]([N:3]1[C:4]([H:12])([H:13])[C@:5]1([C:6]([H:15])([H:16])[H:17])[H:14])([H:10])[H:11])([H:7])([H:8])[H:9],[C:1]([C:2]([N+:3]1([C:6]([H:15])([H:16])[H:17])[C:4]([H:12])([H:13])[C-:5]1[H:14])([H:10])[H:11])([H:7])([H:8])[H:9],"InChI=1S/C5H11N/c1-3-6-4-5(6)2/h5H,3-4H2,1-2H3/t5-,6?/m1/s1","InChI=1S/C5H11N/c1-3-6(2)4-5-6/h4H,3,5H2,1-2H3",107.62891,55.81655,,[C:1]([C:2]([N:3]1[C:4]([H:12])([H:13])[C@:5]1([C:6]([H:15])([H:16])[H:17])[H:14])([H:10])[H:11])([H:7])([H:8])[H:9]>>[C:1]([C:2]([N+:3]1([C:6]([H:15])([H:16])[H:17])[C:4]([H:12])([H:13])[C-:5]1[H:14])([H:10])[H:11])([H:7])([H:8])[H:9],[C:1]([C:2]([H:9])([H:15])[H:17])([N:3]1[C@@:4]([C:6]([H:8])([H:10])[H:12])([H:13])[C:5]1([H:11])[H:14])([H:7])[H:16]>>[C:1]([C:2]([N+:3]1([C:6]([H:15])([H:16])[H:17])[C:4]([H:12])([H:13])[C-:5]1[H:14])([H:10])[H:11])([H:7])([H:8])[H:9],[CH3:1][CH2:2][N:3]1[CH2:4][C@H:5]1[CH3:6]>>[CH3:1][CH2:2][N+:3]1([CH3:4])[CH-:5][CH2:6]1,[C]([C]([N]1[C]([H])([H])[C@]1([C]([H])([H])[H])[H])([H])[H])([H])([H])[H]>>[C]([C]([N+]1([C]([H])([H])[H])[C]([H])([H])[C-]1[H])([H])[H])([H])([H])[H]
422,422,425,[C:1]([C:2]([N:3]1[C:4]([H:12])([H:13])[C@:5]1([C:6]([H:15])([H:16])[H:17])[H:14])([H:10])[H:11])([H:7])([H:8])[H:9],[C:1]([C-:2]([N+:3]1=[C:5]([H:14])[C:4]1([H:12])[H:13])[H:11])([H:7])([H:8])[H:9].[C:6]([H:10])([H:15])([H:16])[H:17],"InChI=1S/C5H11N/c1-3-6-4-5(6)2/h5H,3-4H2,1-2H3/t5-,6?/m1/s1","InChI=1S/C4H7N.CH4/c1-2-5-3-4-5;/h2-3H,4H2,1H3;1H4",97.85595,60.8868,,[C:1]([C:2]([N:3]1[C:4]([H:12])([H:13])[C@:5]1([C:6]([H:15])([H:16])[H:17])[H:14])([H:10])[H:11])([H:7])([H:8])[H:9]>>[C:1]([C-:2]([N+:3]1=[C:5]([H:14])[C:4]1([H:12])[H:13])[H:11])([H:7])([H:8])[H:9].[C:6]([H:10])([H:15])([H:16])[H:17],[C:1]([C@@:2]1([H:11])[N:3]([C:5]([C:4]([H:13])([H:14])[H:15])([H:7])[H:8])[C:6]1([H:10])[H:12])([H:9])([H:16])[H:17]>>[C:1]([C-:2]([N+:3]1=[C:5]([H:14])[C:4]1([H:12])[H:13])[H:11])([H:7])([H:8])[H:9].[C:6]([H:10])([H:15])([H:16])[H:17],[CH3:1][C@H:5]1[N:4]([CH2:3][CH3:2])[CH2:6]1>>[CH4:1].[CH3:2][CH-:3][N+:4]1=[CH:5][CH2:6]1,[C]([C]([N]1[C]([H])([H])[C@]1([C]([H])([H])[H])[H])([H])[H])([H])([H])[H]>>[C]([C-]([N+]1=[C]([H])[C]1([H])[H])[H])([H])([H])[H].[C]([H])([H])([H])[H]
423,423,426,[C:1]([C:2]([N:3]1[C:4]([H:12])([H:13])[C@:5]1([C:6]([H:15])([H:16])[H:17])[H:14])([H:10])[H:11])([H:7])([H:8])[H:9],[C:1]([C-:2]([N+:3]1=[C:4]([H:13])[C@:5]1([C:6]([H:15])([H:16])[H:17])[H:14])[H:11])([H:7])([H:8])[H:9].[H:10][H:12],"InChI=1S/C5H11N/c1-3-6-4-5(6)2/h5H,3-4H2,1-2H3/t5-,6?/m1/s1","InChI=1S/C5H9N.H2/c1-3-6-4-5(6)2;/h3-5H,1-2H3;1H/t5-;/m1./s1",81.6561,69.37021,,[C:1]([C:2]([N:3]1[C:4]([H:12])([H:13])[C@:5]1([C:6]([H:15])([H:16])[H:17])[H:14])([H:10])[H:11])([H:7])([H:8])[H:9]>>[C:1]([C-:2]([N+:3]1=[C:4]([H:13])[C@:5]1([C:6]([H:15])([H:16])[H:17])[H:14])[H:11])([H:7])([H:8])[H:9].[H:10][H:12],[C:1]1([H:7])([H:10])[N:3]([C:5]([C:2]([H:12])([H:13])[H:16])([H:11])[H:17])[C@@:4]1([C:6]([H:8])([H:14])[H:15])[H:9]>>[C:1]([C-:2]([N+:3]1=[C:4]([H:13])[C@:5]1([C:6]([H:15])([H:16])[H:17])[H:14])[H:11])([H:7])([H:8])[H:9].[H:10][H:12],[CH3:1][CH2:2][N:3]1[CH2:4][C@H:5]1[CH3:6]>>[CH3:1][CH-:2][N+:3]1=[CH:4][C@H:5]1[CH3:6].[H:7][H:8],[C]([C]([N]1[C]([H])([H])[C@]1([C]([H])([H])[H])[H])([H])[H])([H])([H])[H]>>[C]([C-]([N+]1=[C]([H])[C@]1([C]([H])([H])[H])[H])[H])([H])([H])[H].[H][H]
424,424,427,[C:1]([C:2]([N:3]1[C:4]([H:12])([H:13])[C@:5]1([C:6]([H:15])([H:16])[H:17])[H:14])([H:10])[H:11])([H:7])([H:8])[H:9],[C-:2]([N+:3]1=[C:5]([C:6]([H:15])([H:16])[H:17])[C:4]1([H:12])[H:13])([H:10])[H:11].[C:1]([H:7])([H:8])([H:9])[H:14],"InChI=1S/C5H11N/c1-3-6-4-5(6)2/h5H,3-4H2,1-2H3/t5-,6?/m1/s1","InChI=1S/C4H7N.CH4/c1-4-3-5(4)2;/h2-3H2,1H3;1H4",91.18751,58.81208,,[C:1]([C:2]([N:3]1[C:4]([H:12])([H:13])[C@:5]1([C:6]([H:15])([H:16])[H:17])[H:14])([H:10])[H:11])([H:7])([H:8])[H:9]>>[C-:2]([N+:3]1=[C:5]([C:6]([H:15])([H:16])[H:17])[C:4]1([H:12])[H:13])([H:10])[H:11].[C:1]([H:7])([H:8])([H:9])[H:14],[C:1]1([H:15])([H:16])[N:3]([C:2]([C:5]([H:10])([H:11])[H:14])([H:7])[H:17])[C@@:6]1([C:4]([H:8])([H:12])[H:13])[H:9]>>[C-:2]([N+:3]1=[C:5]([C:6]([H:15])([H:16])[H:17])[C:4]1([H:12])[H:13])([H:10])[H:11].[C:1]([H:7])([H:8])([H:9])[H:14],[CH3:1][CH2:2][N:3]1[C@H:4]([CH3:5])[CH2:6]1>>[CH4:1].[CH2-:2][N+:3]1=[C:4]([CH3:5])[CH2:6]1,[C]([C]([N]1[C]([H])([H])[C@]1([C]([H])([H])[H])[H])([H])[H])([H])([H])[H]>>[C-]([N+]1=[C]([C]([H])([H])[H])[C]1([H])[H])([H])[H].[C]([H])([H])([H])[H]
425,425,428,[C:1]([C:2]([N:3]1[C:4]([H:12])([H:13])[C@:5]1([C:6]([H:15])([H:16])[H:17])[H:14])([H:10])[H:11])([H:7])([H:8])[H:9],[C:1]([C:2]([N:3]1[C:4]([H:12])=[C:5]1[H:14])([H:10])[H:11])([H:7])([H:8])[H:9].[C:6]([H:13])([H:15])([H:16])[H:17],"InChI=1S/C5H11N/c1-3-6-4-5(6)2/h5H,3-4H2,1-2H3/t5-,6?/m1/s1","InChI=1S/C4H7N.CH4/c1-2-5-3-4-5;/h3-4H,2H2,1H3;1H4",121.11496,58.93144,,[C:1]([C:2]([N:3]1[C:4]([H:12])([H:13])[C@:5]1([C:6]([H:15])([H:16])[H:17])[H:14])([H:10])[H:11])([H:7])([H:8])[H:9]>>[C:1]([C:2]([N:3]1[C:4]([H:12])=[C:5]1[H:14])([H:10])[H:11])([H:7])([H:8])[H:9].[C:6]([H:13])([H:15])([H:16])[H:17],[C:1]([C:2]([H:7])([H:8])[H:15])([N:3]1[C@@:4]([C:5]([H:9])([H:11])[H:12])([H:13])[C:6]1([H:14])[H:16])([H:10])[H:17]>>[C:1]([C:2]([N:3]1[C:4]([H:12])=[C:5]1[H:14])([H:10])[H:11])([H:7])([H:8])[H:9].[C:6]([H:13])([H:15])([H:16])[H:17],[CH3:1][C@H:6]1[N:4]([CH2:3][CH3:2])[CH2:5]1>>[CH4:1].[CH3:2][CH2:3][N:4]1[CH:5]=[CH:6]1,[C]([C]([N]1[C]([H])([H])[C@]1([C]([H])([H])[H])[H])([H])[H])([H])([H])[H]>>[C]([C]([N]1[C]([H])=[C]1[H])([H])[H])([H])([H])[H].[C]([H])([H])([H])[H]
426,426,429,[C:1]([C:2]([N:3]1[C:4]([H:12])([H:13])[C@:5]1([C:6]([H:15])([H:16])[H:17])[H:14])([H:10])[H:11])([H:7])([H:8])[H:9],[C:1]([C:2]([N+:3]([C-:4]([H:12])[H:13])=[C:5]([C:6]([H:15])([H:16])[H:17])[H:14])([H:10])[H:11])([H:7])([H:8])[H:9],"InChI=1S/C5H11N/c1-3-6-4-5(6)2/h5H,3-4H2,1-2H3/t5-,6?/m1/s1","InChI=1S/C5H11N/c1-4-6(3)5-2/h4H,3,5H2,1-2H3",44.51193,25.37109,,[C:1]([C:2]([N:3]1[C:4]([H:12])([H:13])[C@:5]1([C:6]([H:15])([H:16])[H:17])[H:14])([H:10])[H:11])([H:7])([H:8])[H:9]>>[C:1]([C:2]([N+:3]([C-:4]([H:12])[H:13])=[C:5]([C:6]([H:15])([H:16])[H:17])[H:14])([H:10])[H:11])([H:7])([H:8])[H:9],[C:1]([C@@:5]1([H:10])[N:3]([C:4]([C:2]([H:9])([H:11])[H:14])([H:13])[H:15])[C:6]1([H:12])[H:17])([H:7])([H:8])[H:16]>>[C:1]([C:2]([N+:3]([C-:4]([H:12])[H:13])=[C:5]([C:6]([H:15])([H:16])[H:17])[H:14])([H:10])[H:11])([H:7])([H:8])[H:9],[CH3:1][C@H:6]1[N:2]([CH2:3][CH3:4])[CH2:5]1>>[CH2-:1][N+:2](=[CH:3][CH3:4])[CH2:5][CH3:6],[C]([C]([N]1[C]([H])([H])[C@]1([C]([H])([H])[H])[H])([H])[H])([H])([H])[H]>>[C]([C]([N+]([C-]([H])[H])=[C]([C]([H])([H])[H])[H])([H])[H])([H])([H])[H]
427,427,430,[C:1]([C:2]([N:3]1[C:4]([H:12])([H:13])[C@:5]1([C:6]([H:15])([H:16])[H:17])[H:14])([H:10])[H:11])([H:7])([H:8])[H:9],[C:1]([C-:2]([N+:3]1=[C:5]([C:6]([H:15])([H:16])[H:17])[C:4]1([H:12])[H:13])[H:11])([H:7])([H:8])[H:9].[H:10][H:14],"InChI=1S/C5H11N/c1-3-6-4-5(6)2/h5H,3-4H2,1-2H3/t5-,6?/m1/s1","InChI=1S/C5H9N.H2/c1-3-6-4-5(6)2;/h3H,4H2,1-2H3;1H",80.61821,68.52692,,[C:1]([C:2]([N:3]1[C:4]([H:12])([H:13])[C@:5]1([C:6]([H:15])([H:16])[H:17])[H:14])([H:10])[H:11])([H:7])([H:8])[H:9]>>[C:1]([C-:2]([N+:3]1=[C:5]([C:6]([H:15])([H:16])[H:17])[C:4]1([H:12])[H:13])[H:11])([H:7])([H:8])[H:9].[H:10][H:14],[C@:1]1([C:2]([H:10])([H:11])[H:16])([H:12])[N:3]([C:6]([C:4]([H:7])([H:9])[H:15])([H:13])[H:17])[C:5]1([H:8])[H:14]>>[C:1]([C-:2]([N+:3]1=[C:5]([C:6]([H:15])([H:16])[H:17])[C:4]1([H:12])[H:13])[H:11])([H:7])([H:8])[H:9].[H:10][H:14],[CH3:1][CH2:2][N:3]1[C@H:4]([CH3:5])[CH2:6]1>>[CH3:1][CH-:2][N+:3]1=[C:4]([CH3:5])[CH2:6]1.[H:7][H:8],[C]([C]([N]1[C]([H])([H])[C@]1([C]([H])([H])[H])[H])([H])[H])([H])([H])[H]>>[C]([C-]([N+]1=[C]([C]([H])([H])[H])[C]1([H])[H])[H])([H])([H])[H].[H][H]
428,428,431,[C:1]([C:2]([N:3]1[C:4]([H:12])([H:13])[C@:5]1([C:6]([H:15])([H:16])[H:17])[H:14])([H:10])[H:11])([H:7])([H:8])[H:9],[C:1](=[C:2]([H:10])[H:11])([H:8])[H:9].[H:7][H:12].[N:3]1=[C:4]([H:13])[C@:5]1([C:6]([H:15])([H:16])[H:17])[H:14],"InChI=1S/C5H11N/c1-3-6-4-5(6)2/h5H,3-4H2,1-2H3/t5-,6?/m1/s1","InChI=1S/C3H5N.C2H4.H2/c1-3-2-4-3;1-2;/h2-3H,1H3;1-2H2;1H/t3-;;/m1../s1",87.94744,55.49747,,[C:1]([C:2]([N:3]1[C:4]([H:12])([H:13])[C@:5]1([C:6]([H:15])([H:16])[H:17])[H:14])([H:10])[H:11])([H:7])([H:8])[H:9]>>[C:1](=[C:2]([H:10])[H:11])([H:8])[H:9].[H:7][H:12].[N:3]1=[C:4]([H:13])[C@:5]1([C:6]([H:15])([H:16])[H:17])[H:14],[C@@:1]1([C:5]([H:7])([H:8])[H:17])([H:12])[C:2]([H:9])([H:14])[N:3]1[C:6]([C:4]([H:10])([H:13])[H:16])([H:11])[H:15]>>[C:1](=[C:2]([H:10])[H:11])([H:8])[H:9].[H:7][H:12].[N:3]1=[C:4]([H:13])[C@:5]1([C:6]([H:15])([H:16])[H:17])[H:14],[CH2:1]([CH3:2])[N:6]1[C@H:4]([CH3:3])[CH2:5]1>>[CH2:1]=[CH2:2].[CH3:3][C@@H:4]1[CH:5]=[N:6]1.[H:7][H:8],[C]([C]([N]1[C]([H])([H])[C@]1([C]([H])([H])[H])[H])([H])[H])([H])([H])[H]>>[C](=[C]([H])[H])([H])[H].[H][H].[N]1=[C]([H])[C@]1([C]([H])([H])[H])[H]
